Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating
C. McGregor,1.2656566877880606,1.6961595618042162,Celtic,0.7983890753126837,26-30,71-80,1.1858192577372553,1.6776353413499678
João Moutinho,2.5588467541116633,2.193917104794623,Wolverhampton Wanderers,0.9896898951458591,36-40,81-90,1.2564111782347722,3.0329018606219518
22 M. Dembélé,2.1277833986704624,1.9450383332994197,Guangzhou City,1.053456835090251,31-35,71-80,1.2777146021410344,2.5196115509973467
Bruno Guimarães,0.1879982991850584,2.193917104794623,Newcastle United,4.5606385320318,21-25,81-90,1.8514061907586317,1.0270173611679023
João Félix,-0.24306505625614253,2.5672352620374284,Atlético de Madrid,8.38665492869531,21-25,81-90,2.1152606142351087,0.8108951255364896
M. Arnautović,2.1277833986704624,2.318356490542225,Bologna,2.1374948141449117,31-35,81-90,1.5398946376033784,2.742487606492241
Richarlison,0.40352997690565884,2.193917104794623,Tottenham Hotspur,4.050503012476666,26-30,81-90,1.801170552232017,1.2093704974819068
M. Ødegaard,-0.027533378535542063,2.5672352620374284,Arsenal,7.7489855292513905,21-25,81-90,2.080551502612864,1.0000020817139756
Pedri,-0.889660089417944,2.6916746477850304,FC Barcelona,14.44451422341253,15-20,81-90,2.356484023660144,0.28634844947274823
A. Doucouré,1.2656566877880606,1.9450383332994197,Everton,1.8186601144229526,26-30,71-80,1.4770646122162832,1.8082091920439463
Gerard Moreno,1.481188365508661,2.6916746477850304,Villarreal CF,6.409879790419162,31-35,81-90,1.9977795744338214,2.391288973591195
P. Højbjerg,0.6190616546262593,2.4427958762898268,Tottenham Hotspur,4.815706291809367,26-30,81-90,1.874598035533003,1.5087898447629264
Capa,1.481188365508661,1.6961595618042162,Athletic Club de Bilbao,0.7983890753126837,31-35,71-80,1.1858192577372553,1.8509833845126633
22 Fernandinho,2.7743784318322637,2.193917104794623,Manchester City,0.28825355575754924,36-40,81-90,0.9166476422601346,3.2152549969359563
L. Advíncula,1.912251720949862,1.5717201760566144,Boca Juniors,0.28825355575754924,31-35,71-80,0.9166476422601346,2.1256387256275837
P. Dybala,1.0501250100674602,2.816114033532632,Roma,8.514188808584093,26-30,81-90,2.121897557458061,2.0716081667197304
R. Bentancur,0.40352997690565884,1.9450383332994197,Tottenham Hotspur,2.77516421358883,26-30,71-80,1.6444236448835488,1.096806833090546
D. Tadić,2.1277833986704624,2.5672352620374284,Ajax,3.030231973366397,31-35,81-90,1.6803590192699034,2.891071643488837
T. Holeš,1.2656566877880606,1.820598947551818,SK Slavia Praha,1.1809907149790346,26-30,71-80,1.3175606820376955,1.742922266696957
B. Chilwell,0.40352997690565884,2.318356490542225,Chelsea,4.369337712198625,26-30,81-90,1.8332074624867172,1.2656523296775872
19 F. Guarín,1.912251720949862,1.322841404561411,Shanghai Shenhua FC,0.05869257195773877,31-35,71-80,0.7122744990113012,1.981557235206642
L. Spinazzola,1.2656566877880606,2.318356490542225,Roma,3.093998913310789,26-30,81-90,1.6889189144033039,2.004069968084914
R. Delgado,1.912251720949862,1.1984020188138091,Club Atlético Colón,-0.09434808390880156,31-35,71-80,0.4970406184544979,1.909516489996171
Carvajal,1.481188365508661,2.5672352620374284,Real Madrid CF,4.305570772254233,31-35,81-90,1.8269768757512104,2.3237507749563786
N. Mazraoui,0.1879982991850584,2.318356490542225,FC Bayern München,4.815706291809367,21-25,81-90,1.874598035533003,1.0810479200757555
22 Pizzi,1.6967200432292615,1.9450383332994197,İstanbul Başakşehir FK,1.4998254147009937,31-35,71-80,1.404222359881572,2.1639103715206462
A. Oxlade-Chamberlain,1.0501250100674602,1.6961595618042162,Liverpool,0.9896898951458591,26-30,71-80,1.2564111782347722,1.5042872981872721
Gabriel,1.0501250100674602,1.4472807903090128,SL Benfica,0.35202049570194105,26-30,71-80,0.9602940799677194,1.378215994068948
15 Xavi,2.343315076391063,2.816114033532632,FC Barcelona,1.6273592945897772,31-35,81-90,1.4347630774602325,3.233265183238574
Portu,1.481188365508661,1.820598947551818,Getafe CF,1.37229153481221,31-35,71-80,1.371498367559768,1.9185215831474798
P. Ševčík,1.0501250100674602,1.4472807903090128,SK Slavia Praha,0.35202049570194105,26-30,71-80,0.9602940799677194,1.378215994068948
Matheus Nunes,-0.027533378535542063,1.9450383332994197,Sporting CP,4.114269952421058,21-25,71-80,1.8077597459143044,0.7411056536138458
R. Pereyra,1.6967200432292615,1.820598947551818,Udinese Calcio,1.1172237750346428,31-35,71-80,1.298070888191718,2.0941208995980025
C. Roldan,0.8345933323468597,1.4472807903090128,Seattle Sounders FC,0.41578743564633286,26-30,71-80,1.000140156395131,1.2093704974819068
M. Antonio,1.912251720949862,1.9450383332994197,West Ham United,1.4360584747566019,31-35,71-80,1.3881526043524386,2.3417609612589967
W. Ben Yedder,1.6967200432292615,2.5672352620374284,AS Monaco,4.17803689236545,31-35,81-90,1.814255472702276,2.512857731133865
R. Sterling,0.8345933323468597,2.816114033532632,Chelsea,8.896790448250442,26-30,81-90,2.1412500596080855,1.87799866396659
De Tomás,0.8345933323468597,2.4427958762898268,RCD Espanyol de Barcelona,5.070774051586935,26-30,81-90,1.89667175724157,1.6956455276525855
R. Montlaur,0.8345933323468597,1.6961595618042162,AFC Richmond,0.9259229552014673,26-30,71-80,1.2340681602703496,1.3309392550245764
R. Gravenberch,-0.6741284116973434,1.9450383332994197,FC Bayern München,4.5606385320318,21-25,71-80,1.8514061907586317,0.20755388439879566
D. Caligiuri,2.343315076391063,1.4472807903090128,FC Augsburg,-0.017827755975531396,31-35,71-80,0.6171879384748515,2.391288973591195
B. Saka,-0.6741284116973434,2.318356490542225,Arsenal,7.366383889585039,21-25,81-90,2.0583887391053146,0.3426302816684286
Gerson Armão,-0.24306505625614253,1.820598947551818,Internacional,1.5635923546453854,21-25,71-80,1.4197472717889403,0.513727051543297
Alex Sandro,1.6967200432292615,2.0694777190470215,Juventus,1.6273592945897772,31-35,81-90,1.4347630774602325,2.23369984344329
L. Stindl,2.1277833986704624,1.9450383332994197,Borussia Mönchengladbach,1.053456835090251,31-35,71-80,1.2777146021410344,2.5196115509973467
K. Phillips,0.6190616546262593,2.193917104794623,Manchester City,3.731668312754707,26-30,81-90,1.7667226590119374,1.3917236337959114
S. Żurkowski,0.1879982991850584,1.5717201760566144,Fiorentina,1.1809907149790346,21-25,71-80,1.3175606820376955,0.7568645666286363
C. Aránguiz,2.1277833986704624,2.0694777190470215,Bayer 04 Leverkusen,0.9896898951458591,31-35,81-90,1.2564111782347722,2.5939035694956445
Melvin Parrela,-0.24306505625614253,1.9450383332994197,RB Bragantino,2.009960934256128,21-25,71-80,1.5157869110591886,0.5632550638754958
E. Mwepu,0.1879982991850584,1.5717201760566144,Brighton & Hove Albion,1.1809907149790346,21-25,71-80,1.3175606820376955,0.7568645666286363
Ronaldo Cabrais,1.481188365508661,2.4427958762898268,Palmeiras,4.114269952421058,31-35,81-90,1.8077597459143044,2.256212576321562
Andreas Pereira,0.6190616546262593,1.5717201760566144,Fulham,0.9259229552014673,26-30,71-80,1.2340681602703496,1.0990581063783733
K. Tierney,0.40352997690565884,2.193917104794623,Arsenal,3.8592021926434903,26-30,81-90,1.7808142649746384,1.2093704974819068
T. Meunier,1.481188365508661,1.820598947551818,Borussia Dortmund,1.1809907149790346,31-35,71-80,1.3175606820376955,1.9185215831474798
R. Rodríguez,1.2656566877880606,1.322841404561411,Torino F.C.,0.09695273592437385,26-30,71-80,0.7533115748740199,1.481774565309
Álex Moreno,1.2656566877880606,2.0694777190470215,Real Betis Balompié,2.009960934256128,26-30,81-90,1.5157869110591886,1.8734961173909355
22 M. Camara,0.1879982991850584,1.4472807903090128,Olympiacos CFP,0.7346221353682919,21-25,71-80,1.1596440753496762,0.7028340077207832
22 F. Gorriarán,0.6190616546262593,1.6961595618042162,Santos Laguna,1.2447576549234265,26-30,71-80,1.3362547484951242,1.1575912118618807
J. Clauss,1.2656566877880606,2.0694777190470215,Olympique de Marseille,2.009960934256128,26-30,81-90,1.5157869110591886,1.8734961173909355
Y. Rakitskyi,1.912251720949862,1.9450383332994197,Adana Demirspor,1.1172237750346428,31-35,71-80,1.298070888191718,2.3417609612589967
F. Dimarco,0.1879982991850584,1.820598947551818,Inter,2.2012617540893036,21-25,71-80,1.5514887011776135,0.8649256844443427
S. McTominay,0.40352997690565884,2.0694777190470215,Manchester United,2.8389311535332213,26-30,81-90,1.6536752939817976,1.1530886652862264
J. Hofmann,1.2656566877880606,2.193917104794623,Borussia Mönchengladbach,2.902698093477613,26-30,81-90,1.6627437300203396,1.938783042737925
A. Guardado,2.5588467541116633,1.6961595618042162,Real Betis Balompié,0.033185795979982044,36-40,71-80,0.6827196689143089,2.7177236003261416
22 J. Kucka,2.343315076391063,1.4472807903090128,Watford,-0.017827755975531396,31-35,71-80,0.6171879384748515,2.391288973591195
21 M. Parolo,2.5588467541116633,1.9450383332994197,Lazio,0.2755001677686709,36-40,71-80,0.9073959946572028,2.8753127304740467
Rafinha,1.2656566877880606,1.820598947551818,Paris Saint-Germain,1.37229153481221,26-30,71-80,1.371498367559768,1.742922266696957
N. Zaniolo,-0.24306505625614253,2.193917104794623,Roma,6.409879790419162,21-25,81-90,1.9977795744338214,0.6623110885398933
I. Gueye,1.912251720949862,2.318356490542225,Paris Saint-Germain,2.2650286940336954,31-35,81-90,1.5627964621307886,2.557883196890409
M. Sanson,0.8345933323468597,1.5717201760566144,Aston Villa,0.7346221353682919,26-30,71-80,1.1596440753496762,1.2701548762532417
D. Kulusevski,-0.24306505625614253,2.193917104794623,Tottenham Hotspur,4.943240171698151,21-25,81-90,1.8857678834829956,0.6623110885398933
M. Lopez,0.1879982991850584,1.820598947551818,U.S. Sassuolo Calcio,2.07372787420052,21-25,71-80,1.5279993960989908,0.8649256844443427
22 Dani Alves,3.2054417872734646,1.6961595618042162,FC Barcelona,-0.05608791994216648,36-40,71-80,0.5610433224833009,3.2377677298142284
F. Bernardeschi,1.0501250100674602,1.9450383332994197,Toronto FC,1.8824270543673445,26-30,71-80,1.4903391951940186,1.6303586023055963
E. Capoue,2.1277833986704624,2.0694777190470215,Villarreal CF,1.3085245948678181,31-35,81-90,1.3542155225621657,2.5939035694956445
Gayà,0.8345933323468597,2.318356490542225,Valencia CF,3.731668312754707,26-30,81-90,1.7667226590119374,1.6348611488812506
Lucas Moura,1.2656566877880606,2.0694777190470215,Tottenham Hotspur,2.2650286940336954,26-30,81-90,1.5627964621307886,1.8734961173909355
J. Maddison,0.40352997690565884,2.318356490542225,Leicester City,4.496871592087408,26-30,81-90,1.8454199478522249,1.2656523296775872
C. Nielsen,1.0501250100674602,1.5717201760566144,Club Brugge KV,0.6070882554795083,26-30,71-80,1.1023267385140267,1.44125164612811
F. Aursnes,0.6190616546262593,1.820598947551818,Feyenoord,1.5635923546453854,26-30,71-80,1.4197472717889403,1.2161243173453884
Morales,2.343315076391063,2.0694777190470215,Villarreal CF,0.9259229552014673,31-35,81-90,1.2340681602703496,2.774005432521822
O. Kökçü,-0.458596733976743,1.9450383332994197,Feyenoord,4.17803689236545,21-25,71-80,1.814255472702276,0.38540447413714574
M. Depay,1.0501250100674602,2.6916746477850304,FC Barcelona,6.66494755019673,26-30,81-90,2.0147422938284576,2.0085725146605684
E. Alioski,1.481188365508661,1.322841404561411,Fenerbahçe SK,0.10970612391325221,31-35,71-80,0.7662121728728419,1.648368788608214
Pedro Gonçalves,0.1879982991850584,2.193917104794623,Sporting CP,4.624405471976192,21-25,81-90,1.857315189665616,1.0270173611679023
R. Perraud,0.1879982991850584,1.5717201760566144,Southampton,1.053456835090251,21-25,71-80,1.2777146021410344,0.7568645666286363
O. Tufan,0.8345933323468597,1.322841404561411,Hull City,0.26274677977979255,26-30,71-80,0.8979535780924097,1.148586118710572
Muniain,1.2656566877880606,2.5672352620374284,Athletic Club de Bilbao,4.943240171698151,26-30,81-90,1.8857678834829956,2.1346438187788928
A. Tameze,1.0501250100674602,1.6961595618042162,Hellas Verona,0.9896898951458591,26-30,71-80,1.2564111782347722,1.5042872981872721
W. Ndidi,0.40352997690565884,2.5672352620374284,Leicester City,5.708443451030853,26-30,81-90,1.9476065428256044,1.378215994068948
B. André,1.6967200432292615,1.9450383332994197,LOSC Lille,1.2447576549234265,31-35,71-80,1.3362547484951242,2.1639103715206462
R. Bazoer,0.40352997690565884,1.6961595618042162,AZ Alkmaar,1.4360584747566019,26-30,71-80,1.3881526043524386,0.9842431686991852
S. Serdar,0.40352997690565884,1.6961595618042162,Hertha BSC,1.4998254147009937,26-30,71-80,1.404222359881572,0.9842431686991852
N. Keïta,0.8345933323468597,2.193917104794623,Liverpool,3.4128336130327477,26-30,81-90,1.7294711507867857,1.5740767701099159
Andeson Trigo,2.343315076391063,1.6961595618042162,Fluminense,0.1479662878798873,31-35,71-80,0.8028670065477684,2.544375557163446
I. Sangaré,0.1879982991850584,2.193917104794623,PSV,4.17803689236545,21-25,81-90,1.814255472702276,1.0270173611679023
E. Pérez,2.7743784318322637,1.820598947551818,River Plate,0.007679020002225325,36-40,71-80,0.6511250102004907,2.972117481850617
L. Sané,0.6190616546262593,2.5672352620374284,FC Bayern München,5.96351121080842,26-30,81-90,1.9664933871322632,1.567322950246434
R. Faivre,-0.027533378535542063,1.820598947551818,Olympique Lyonnais,2.4563295138668706,21-25,71-80,1.5951351451298474,0.6893263679938199
Fernando,1.481188365508661,1.820598947551818,Antalyaspor,1.1809907149790346,31-35,71-80,1.3175606820376955,1.9185215831474798
R. Krunić,1.0501250100674602,1.6961595618042162,AC Milan,0.9896898951458591,26-30,71-80,1.2564111782347722,1.5042872981872721
A. Golovin,0.6190616546262593,1.9450383332994197,AS Monaco,2.2650286940336954,26-30,71-80,1.5627964621307886,1.274657422828896
G. Hamer,0.40352997690565884,1.322841404561411,Coventry City,0.41578743564633286,26-30,71-80,1.000140156395131,0.815397672112144
A. Rebić,1.0501250100674602,2.0694777190470215,AC Milan,2.3287956339780873,26-30,81-90,1.5738317202323713,1.6933942543647582
M. Oršić,1.2656566877880606,1.6961595618042162,Dinamo Zagreb,0.9896898951458591,26-30,71-80,1.2564111782347722,1.6776353413499678
Campaña,1.2656566877880606,1.820598947551818,Levante Unión Deportiva,1.37229153481221,26-30,71-80,1.371498367559768,1.742922266696957
22 A. González,0.6190616546262593,1.322841404561411,CF Monterrey ,0.2755001677686709,26-30,71-80,0.9073959946572028,0.981991895411358
Luis Milla,0.8345933323468597,1.9450383332994197,Getafe CF,2.07372787420052,26-30,71-80,1.5279993960989908,1.452508012567246
E. Skhiri,0.8345933323468597,1.9450383332994197,1. FC Köln,1.9461939943117363,26-30,71-80,1.503239796100402,1.452508012567246
T. Teuma,1.0501250100674602,1.4472807903090128,Royale Union Saint-Gilloise,0.35202049570194105,26-30,71-80,0.9602940799677194,1.378215994068948
Pedraza,0.6190616546262593,1.820598947551818,Villarreal CF,1.691126234534169,26-30,71-80,1.4493021095182812,1.2161243173453884
P. Foden,-0.24306505625614253,2.6916746477850304,Manchester City,13.615544004135435,21-25,81-90,2.330076557974598,0.8604231378686883
Marquinhos,1.0501250100674602,3.0649928050278357,Paris Saint-Germain,11.383701106081721,26-30,81-90,2.2503325447613234,2.1976794708380547
L. Shaw,0.6190616546262593,2.0694777190470215,Manchester United,2.5200964538112625,26-30,81-90,1.6054263883957642,1.3331905283124037
22 V. Moses,1.481188365508661,1.820598947551818,Spartak Moskva,1.37229153481221,31-35,71-80,1.371498367559768,1.9185215831474798
M. Dahoud,0.6190616546262593,2.0694777190470215,Borussia Dortmund,2.966465033422005,26-30,81-90,1.6716360687533631,1.3331905283124037
22 S. Aurier,1.0501250100674602,1.9450383332994197,Villarreal CF,1.691126234534169,26-30,71-80,1.4493021095182812,1.6303586023055963
Allan,1.6967200432292615,2.0694777190470215,Everton,1.5635923546453854,31-35,81-90,1.4197472717889403,2.23369984344329
A. Claude-Maurice,0.1879982991850584,1.322841404561411,OGC Nice,0.47955437559072467,21-25,71-80,1.0367949939840821,0.64880344881293
S. Lobotka,0.8345933323468597,2.193917104794623,Napoli,3.4128336130327477,26-30,81-90,1.7294711507867857,1.5740767701099159
Clinton Mata,1.2656566877880606,1.9450383332994197,Club Brugge KV,1.6273592945897772,26-30,71-80,1.4347630774602325,1.8082091920439463
D. Cataldi,0.8345933323468597,1.5717201760566144,Lazio,0.6070882554795083,26-30,71-80,1.1023267385140267,1.2701548762532417
H. Ziyech,1.2656566877880606,2.4427958762898268,Chelsea,4.17803689236545,26-30,81-90,1.814255472702276,2.0693568934319035
D. Suárez,2.343315076391063,1.6961595618042162,Getafe CF,0.1479662878798873,31-35,71-80,0.8028670065477684,2.544375557163446
Gabriel Jesus,0.40352997690565884,2.4427958762898268,Arsenal,5.835977330919636,26-30,81-90,1.9571473267438504,1.3219341618732676
A. Browne,0.8345933323468597,1.0739626330662075,Preston North End,-0.005074367986653036,26-30,71-80,0.6344707782537555,1.0270173611679023
Hediselton,-0.24306505625614253,1.820598947551818,RB Bragantino,1.5635923546453854,21-25,71-80,1.4197472717889403,0.513727051543297
E. Lamela,1.481188365508661,1.9450383332994197,Sevilla FC,1.8186601144229526,31-35,71-80,1.4770646122162832,1.9860597817822963
21 A. Valencia,2.343315076391063,1.820598947551818,Gallos Blancos de Querétaro,0.28825355575754924,31-35,71-80,0.9166476422601346,2.620918848949571
T. Souček,0.8345933323468597,2.193917104794623,West Ham United,3.2215327931995725,26-30,81-90,1.705573151801716,1.5740767701099159
Coutinho,1.481188365508661,2.318356490542225,Aston Villa,3.4128336130327477,31-35,81-90,1.7294711507867857,2.1886743776867457
N. Dorsch,0.1879982991850584,1.6961595618042162,FC Augsburg,1.4998254147009937,21-25,71-80,1.404222359881572,0.8108951255364896
D. Rice,-0.027533378535542063,2.5672352620374284,West Ham United,6.282345910530379,21-25,81-90,1.9890566237511191,1.0000020817139756
Ricardo Horta,0.8345933323468597,2.193917104794623,SC Braga,3.4766005529771395,26-30,81-90,1.7371678203285545,1.5740767701099159
L. Faravelli,1.2656566877880606,1.4472807903090128,Independiente del Valle,0.35202049570194105,26-30,71-80,0.9602940799677194,1.5470614906559892
21 S. Sessègnon,2.7743784318322637,1.322841404561411,Gençlerbirliği SK,-0.17086841184207172,36-40,71-80,0.3337046099464709,2.647934128403498
